orig_spec_file_name,plate,mjd,fiberid,feh_sspp_single,error_feh_sspp_single,feh_rrlfe_single,error_feh_rrlfe_single
spec-3290-54941-0551g001.dat,3290,54941,0551,,,-1.504972343654876,0.0104849386405558
spec-3290-54941-0551g002.dat,3290,54941,0551,-1.063,0.066,-1.0975357966726105,0.0094242505508316
spec-3290-54941-0551g003.dat,3290,54941,0551,-1.09,0.029,-1.9034990230098376,0.0110732356323252
spec-3291-54939-0329g001.dat,3291,54939,0329,,,-2.2738607991541246,0.0099226375247777
spec-3291-54939-0329g003.dat,3291,54939,0329,,,-2.1217740762690647,0.0098531671907335
spec-3291-54939-0430g001.dat,3291,54939,0430,-1.991,0.041,-1.8889896128277963,0.0110296467205305
spec-3291-54939-0430g002.dat,3291,54939,0430,,,-1.8335889185854288,0.0120026426364076
spec-3291-54939-0430g003.dat,3291,54939,0430,,,-2.1976854260615326,0.0101635420070871
spec-3292-54943-0193g001.dat,3292,54943,0193,-1.234,0.068,-0.8040540005222321,0.0127177765194975
spec-3292-54943-0193g002.dat,3292,54943,0193,-1.175,0.028,-0.5788867139142708,0.0114735883861358
spec-3292-54943-0193g003.dat,3292,54943,0193,-1.142,0.04,-1.0457279057996287,0.0113615687114218
spec-3292-54943-0250g001.dat,3292,54943,0250,,,-2.36107299290565,0.0086001312862575
spec-3292-54943-0250g002.dat,3292,54943,0250,-1.923,0.072,-2.4243158114708803,0.0100799271870068
spec-3292-54943-0250g003.dat,3292,54943,0250,,,-2.3661433666603022,0.0085281799297527
spec-3293-54921-0029g002.dat,3293,54921,0029,-1.446,0.035,-1.78318250955919,0.0100581867310971
spec-3294-54918-0249g001.dat,3294,54918,0249,,,-2.0040768773901294,0.0104503010549388
spec-3294-54918-0249g002.dat,3294,54918,0249,,,-1.750023102868342,0.0103584857147281
spec-3297-54941-0633g001.dat,3297,54941,0633,-1.457,0.043,-2.080273936270078,0.0103656521915082
spec-3298-54924-0055g001.dat,3298,54924,0055,,,-1.032259739150928,0.0110455812838563
spec-3298-54924-0055g002.dat,3298,54924,0055,,,1.9338579385166053,0.097996703925605
spec-3298-54924-0055g003.dat,3298,54924,0055,,,-1320.001093339772,-999.0
spec-3298-54924-0055g004.dat,3298,54924,0055,,,-1.3148729518139304,0.0292279058668756
spec-3298-54924-0249g003.dat,3298,54924,0249,-1.523,0.083,-1.9886236547901224,0.0112666112906929
spec-3298-54924-0249g005.dat,3298,54924,0249,-1.533,0.06,-2.147458312117693,0.0102821343710441
spec-3299-54908-0354g001.dat,3299,54908,0354,-1.448,0.049,-2.070753841375563,0.0106931985903529
spec-3299-54908-0570g001.dat,3299,54908,0570,,,-1320.001093339772,-999.0
spec-3300-54914-0291g001.dat,3300,54914,0291,-1.44,0.056,-0.926302823408132,0.0091758734690623
spec-3300-54914-0291g002.dat,3300,54914,0291,-1.469,0.066,-1.816559782526708,0.011114360090805
spec-3300-54914-0291g004.dat,3300,54914,0291,,,-1.2436933384720483,0.0107099473618741
spec-3301-54939-0469g001.dat,3301,54939,0469,,,-1.353259571637998,0.011251043260206
spec-3303-54950-0171g001.dat,3303,54950,0171,,,-1.2346766004061474,0.0152501778985621
spec-3303-54950-0171g002.dat,3303,54950,0171,,,-1.319292562943685,0.0114741512074363
spec-3303-54950-0530g001.dat,3303,54950,0530,,,-1.3986795244943273,0.0117130941975755
spec-3303-54950-0530g002.dat,3303,54950,0530,,,-1.5847412368102003,0.0344129373520662
spec-3303-54950-0530g003.dat,3303,54950,0530,-1.347,0.032,-1.6224761418939164,0.0199901421222069
spec-3303-54950-0530g005.dat,3303,54950,0530,,,-1.2878412166826,0.0114904085325183
spec-3304-54942-0150g002.dat,3304,54942,0150,,,-1.7020806147668162,0.011017616778
spec-3304-54942-0150g003.dat,3304,54942,0150,,,-1.548486846915916,0.0107196977453833
spec-3304-54942-0150g004.dat,3304,54942,0150,,,-1.7158704796607736,0.0101500285770484
spec-3306-54922-0048g001.dat,3306,54922,0048,,,-1.2503973635968713,0.0114633452952877
spec-3306-54922-0048g002.dat,3306,54922,0048,-1.664,0.149,-1.2076678593749428,0.0127001093016021
spec-3306-54922-0511g003.dat,3306,54922,0511,-1.134,0.039,-1.612975570553436,0.0100254562539726
spec-3306-54922-0588g001.dat,3306,54922,0588,-1.258,0.077,-1320.001093339772,-999.0
spec-3307-54970-0230g002.dat,3307,54970,0230,,,-1.7565138152895807,0.0101767865226351
spec-3307-54970-0230g003.dat,3307,54970,0230,-1.461,0.011,-1.5409144356386069,0.0110250585786232
spec-3307-54970-0230g004.dat,3307,54970,0230,-1.578,0.009,-1.71740224804185,0.0117725350582077
spec-3308-54919-0130g001.dat,3308,54919,0130,-1.59,0.006,-1.9063062675159608,0.0099598954285934
spec-3310-54919-0132g001.dat,3310,54919,0132,,,-1.4618066793050106,0.0100736290448224
spec-3310-54919-0174g001.dat,3310,54919,0174,-1.615,0.087,-1.9585650367301168,0.0105004948655702
spec-3310-54919-0436g002.dat,3310,54919,0436,,,-2.245658027563373,0.0103953147800579
spec-3310-54919-0436g003.dat,3310,54919,0436,,,-2.016958181586301,0.0245493196241748
spec-3311-54943-0071g001.dat,3311,54943,0071,,,-1.4982195784238683,0.0165021967334118
spec-3311-54943-0130g001.dat,3311,54943,0130,-1.662,0.022,-2.171457519977495,0.0093002966176206
spec-3313-54999-0072g001.dat,3313,54999,0072,,,-2.403202056336055,0.0095829886217346
spec-3313-54999-0072g002.dat,3313,54999,0072,,,-2.634666998048988,0.008531380101045
spec-3313-54999-0180g001.dat,3313,54999,0180,-2.245,0.014,-2.354860094226243,0.008695526690814
spec-3317-54908-0025g001.dat,3317,54908,0025,,,-0.7500779380370575,0.0110818813634685
spec-3317-54908-0025g002.dat,3317,54908,0025,-2.22,0.03,-1.414858494091135,0.0099119715157677
spec-3317-54908-0292g001.dat,3317,54908,0292,,,-2.071058598862572,0.02081156887529
spec-3317-54908-0292g002.dat,3317,54908,0292,,,-1.5906041698792532,0.0139056745413706
spec-3320-54912-0117g001.dat,3320,54912,0117,-2.335,0.063,-2.111887052875933,0.0224240995918945
spec-3324-54943-0091g001.dat,3324,54943,0091,,,0.0206503693589462,0.0132103441428837
spec-3325-54942-0188g001.dat,3325,54942,0188,-1.704,0.018,-1.6240257084503875,0.010642058737076
spec-3325-54942-0188g002.dat,3325,54942,0188,-1.766,0.097,-1.5651888156446407,0.0122415570708406
spec-3325-54942-0632g001.dat,3325,54942,0632,-1.298,0.091,-1.239063133447256,0.0113082158876603
spec-3325-54942-0632g002.dat,3325,54942,0632,-1.295,0.02,-1.4323962328835178,0.0107219292868517
spec-3326-54943-0191g001.dat,3326,54943,0191,,,-1.53720335731653,0.0100132218488957
spec-3326-54943-0191g002.dat,3326,54943,0191,,,-1.5319755349386457,0.0099578256493878
spec-3327-54951-0393g001.dat,3327,54951,0393,-1.796,0.051,-2.053862126379159,0.0097180801192509
spec-3327-54951-0393g002.dat,3327,54951,0393,-1.852,0.063,-1320.001093339772,-999.0
spec-3327-54951-0552g001.dat,3327,54951,0552,,,-1.974304656051495,0.0106583462031447
spec-3327-54951-0552g002.dat,3327,54951,0552,,,-1.6592002217725144,0.0200546285376942
spec-3327-54951-0552g003.dat,3327,54951,0552,-2.055,0.01,-0.8703179273160986,0.0160544981356367
spec-3329-54970-0321g001.dat,3329,54970,0321,,,-1.1961968200154485,0.0099745731127569
spec-3329-54970-0577g001.dat,3329,54970,0577,-1.185,0.077,-1.3949749877761235,0.0117716600598451
spec-3331-54977-0092g001.dat,3331,54977,0092,-1.548,0.046,-1.2680485418571332,0.0130259027004687
spec-3331-54977-0092g002.dat,3331,54977,0092,-1.356,0.067,-1.5079847275580862,0.0111336392095691
spec-3373-54940-0612g002.dat,3373,54940,0612,-1.339,0.02,-1.3520182097265785,0.010659209274283
spec-3374-54948-0237g001.dat,3374,54948,0237,,,-1320.001093339772,-999.0
spec-3374-54948-0368g001.dat,3374,54948,0368,-1.153,0.112,-1.5324202868439558,0.0099591296078772
spec-3374-54948-0368g002.dat,3374,54948,0368,,,-1.4257886616272637,0.0109131997536745
spec-3384-54948-0364g001.dat,3384,54948,0364,-1.518,0.096,-2.7180575876860584,0.0111153137410841
spec-3384-54948-0364g002.dat,3384,54948,0364,,,-0.4067938727363501,0.0120699969638952
spec-3386-54952-0231g001.dat,3386,54952,0231,,,-2.421548749674989,0.0113243574209567
spec-3386-54952-0231g002.dat,3386,54952,0231,-2.478,0.046,-1320.001093339772,-999.0
spec-3386-54952-0231g003.dat,3386,54952,0231,,,-2.59711567397763,0.0089535516188687
spec-3388-54947-0155g001.dat,3388,54947,0155,,,-1.8009481762736246,0.0109307107418682
spec-3388-54947-0155g003.dat,3388,54947,0155,,,-1.91411703143535,0.0129594127314425
spec-3388-54947-0371g001.dat,3388,54947,0371,,,-1.3500475276245538,0.010431827605752
spec-3388-54947-0371g002.dat,3388,54947,0371,,,-1.3074650512531656,0.0107998303116948
spec-3388-54947-0371g003.dat,3388,54947,0371,-1.383,0.072,-1.1727234535111346,0.0115554562063051
spec-3388-54947-0371g004.dat,3388,54947,0371,,,-1.1621515507243303,0.0139011526029198
spec-3388-54947-0586g002.dat,3388,54947,0586,,,-2.2995758468082,0.0098559921830938
spec-3390-54945-0572g001.dat,3390,54945,0572,,,-2.1130462528392617,0.0111338491263257
spec-3390-54945-0572g002.dat,3390,54945,0572,,,-2.261075819696646,0.009775089943934
spec-3390-54945-0572g003.dat,3390,54945,0572,,,-2.237523694771661,0.0094628013378734
spec-3390-54945-0575g002.dat,3390,54945,0575,-2.583,0.126,-1320.001093339772,-999.0
spec-3395-55004-0213g001.dat,3395,55004,0213,,,-1.1978691195204825,0.0105084901335745
spec-3404-54967-0487g001.dat,3404,54967,0487,-1.463,0.091,-1.483665216757758,0.0111452395102325
spec-3404-54967-0487g002.dat,3404,54967,0487,-1.446,0.025,-1.8604584166263212,0.0103909392889463
spec-3404-54967-0487g003.dat,3404,54967,0487,,,-1.6554139442960656,0.0123920435848852
spec-3404-54967-0487g004.dat,3404,54967,0487,,,-1.818646788810263,0.0105766358067867
spec-3406-54970-0387g001.dat,3406,54970,0387,,,-1.6657825537126487,0.0196348029194271
spec-3406-54970-0387g002.dat,3406,54970,0387,,,-2.387225801020808,0.009446202146761
spec-3406-54970-0509g001.dat,3406,54970,0509,-1.071,0.01,-1.5471010539814758,0.0105536642783011
spec-3406-54970-0527g002.dat,3406,54970,0527,-1.552,0.093,-1.4771828850523436,0.0104257858746482
spec-3407-54971-0110g001.dat,3407,54971,0110,,,-1.4674946689072446,0.0111032333756317
spec-3407-54971-0110g002.dat,3407,54971,0110,-1.44,0.053,-1.1828828983083362,0.0106311494033533
spec-3407-54971-0110g003.dat,3407,54971,0110,,,-1320.001093339772,-999.0
spec-3407-54971-0110g004.dat,3407,54971,0110,,,-1.4371524081778797,0.0104965301150822
spec-3408-54948-0510g001.dat,3408,54948,0510,-2.586,0.133,-2.9528604363498814,0.0191028395347507
spec-3408-54948-0628g001.dat,3408,54948,0628,-1.486,0.001,-1.221094907736374,0.0114444213033057
spec-3426-54977-0212g001.dat,3426,54977,0212,-1.743,0.049,-1.722283480124606,0.0116073470126008
spec-3426-54977-0215g001.dat,3426,54977,0215,-1.705,0.036,-1.5092455562787814,0.0134300442591367
spec-3426-54977-0215g002.dat,3426,54977,0215,,,-1.4466110989980856,0.0122685033505157
spec-3426-54977-0215g003.dat,3426,54977,0215,-1.759,0.052,-1.6341433349013583,0.0109118023331335
spec-3426-54977-0312g002.dat,3426,54977,0312,-2.322,0.068,-1.8969660235171453,0.0113709254557205
spec-3426-54977-0312g003.dat,3426,54977,0312,-2.282,0.031,-2.7050570259822875,0.0094567694028534
spec-3426-54977-0329g001.dat,3426,54977,0329,-1.956,0.01,-1.8450615908820776,0.0121080115588583
spec-3426-54977-0330g001.dat,3426,54977,0330,,,-2.0159467136922755,0.011035518251962
spec-3426-54977-0349g001.dat,3426,54977,0349,,,-1.308724130752421,0.0114747967543656
spec-3426-54977-0349g003.dat,3426,54977,0349,,,-1.5695797858648834,0.011219510368484
spec-3426-54977-0434g002.dat,3426,54977,0434,-1.771,0.04,-2.103167089120208,0.069808289709414
spec-3426-54977-0434g003.dat,3426,54977,0434,-1.775,0.05,-1.893825149270356,0.01097925275459
spec-3427-54979-0130g001.dat,3427,54979,0130,-1.616,0.075,-1.9069438432311765,0.0106793185534719
spec-3427-54979-0335g001.dat,3427,54979,0335,,,-2.4147830595866826,0.0083061625019196
spec-3427-54979-0335g002.dat,3427,54979,0335,,,-1.907891647597844,0.0111318573968548
spec-3427-54979-0446g001.dat,3427,54979,0446,-1.724,0.001,-2.0807558014707928,0.0096039187520347
spec-3427-54979-0610g001.dat,3427,54979,0610,,,-1.233063374566282,0.0186419867546881
spec-3427-54979-0610g002.dat,3427,54979,0610,-1.449,0.014,-1.2780529056114571,0.0242178241438564
spec-3428-54979-0406g001.dat,3428,54979,0406,-0.991,0.189,-1.1585027748201209,0.0102414818628007
spec-3428-54979-0530g002.dat,3428,54979,0530,-1.44,0.048,-1.4928254170923372,0.0111643415278941
spec-3428-54979-0530g003.dat,3428,54979,0530,,,-1.5579407279030622,0.0118460139721756
spec-3429-54976-0627g001.dat,3429,54976,0627,-1.564,0.031,-1.7322316588855615,0.0115084990710427
spec-3429-54976-0627g002.dat,3429,54976,0627,,,-1.537170100251442,0.0204388104019988
spec-3442-54983-0068g002.dat,3442,54983,0068,-1.592,0.143,-1.9146990893784648,0.0101656532532197
spec-3454-55003-0255g001.dat,3454,55003,0255,,,-0.6854003815093312,0.0108395499658072
spec-3454-55003-0255g002.dat,3454,55003,0255,-1.031,0.049,-0.5626025582103233,0.0115504915323575
spec-3454-55003-0554g001.dat,3454,55003,0554,-1.62,0.042,-1.714092555687242,0.0114051453001156
spec-3457-54984-0394g001.dat,3457,54984,0394,,,0.1198230191616468,0.0156380266755342
spec-3457-54984-0394g002.dat,3457,54984,0394,,,-1.6837164026625815,0.0113252055475259
spec-3457-54984-0425g002.dat,3457,54984,0425,,,-1.1854064606259882,0.0109872616769551
spec-3459-55007-0547g001.dat,3459,55007,0547,,,-1.300614808201976,0.0103576230406492
spec-3466-54998-0010g001.dat,3466,54998,0010,,,-1.6970579565387127,0.0102279253160915
spec-3466-54998-0212g002.dat,3466,54998,0212,,,-1.9846122949462,0.0108386783316226
spec-3466-54998-0309g002.dat,3466,54998,0309,,,-1.824360143833516,0.0122191504331572
spec-3466-54998-0309g003.dat,3466,54998,0309,-1.477,0.08,-1.793190511478505,0.0109393299572329
spec-3466-54998-0574g001.dat,3466,54998,0574,-1.907,0.072,-2.264533959606704,0.009650340219042
spec-3467-54999-0053g001.dat,3467,54999,0053,,,-1.861071821582287,0.0109283526843455
spec-3467-54999-0190g001.dat,3467,54999,0190,-1.251,0.051,-0.982182587708936,0.0109244561132267
spec-3467-54999-0190g002.dat,3467,54999,0190,-0.972,0.109,-1.994941839498677,0.0098589845806054
spec-3467-54999-0411g002.dat,3467,54999,0411,,,-1.4316384135160034,0.0103846546726944
spec-3467-54999-0411g003.dat,3467,54999,0411,,,-1.5502406640134296,0.018090720001574
spec-3467-54999-0469g001.dat,3467,54999,0469,,,-1.6369191652067627,0.0108394256839977
spec-3467-54999-0469g002.dat,3467,54999,0469,-1.519,0.011,-1.7574166763265175,0.0102861528004165
spec-3478-55008-0470g001.dat,3478,55008,0470,,,-1.866737231646031,0.0109715372622653
spec-3480-54999-0452g001.dat,3480,54999,0452,,,-2.2039492515652226,0.0098031067009719
spec-3480-54999-0612g001.dat,3480,54999,0612,-3.08,0.043,-2.654608316392709,0.0230247340768956
spec-3480-54999-0612g002.dat,3480,54999,0612,,,-2.7801685875517834,0.0297455713194298
spec-3480-54999-0612g005.dat,3480,54999,0612,-3.076,0.039,-2.64877350968776,0.0163725449659953
spec-3480-54999-0629g001.dat,3480,54999,0629,-1.945,0.064,-1.871939886700046,0.0176173800155083
spec-3480-54999-0629g002.dat,3480,54999,0629,-1.991,0.046,-2.308792267800943,0.0104098687263805
spec-3480-54999-0629g003.dat,3480,54999,0629,-1.939,0.03,-2.2147698380416894,0.0102399162344356
spec-3480-54999-0629g004.dat,3480,54999,0629,-2.044,0.033,-1.523048113081548,0.0149004500365949
spec-3480-54999-0634g001.dat,3480,54999,0634,,,-1.7726325277848702,0.0112759960043223
spec-3480-54999-0634g002.dat,3480,54999,0634,-1.084,0.125,-1.3640389315005117,0.0108463129711593
spec-3480-54999-0634g003.dat,3480,54999,0634,,,-1.430473287500031,0.0101527536144447
,,,,-1.314,0.001,,
,,,,-1.302,0.075,,
,,,,-1.239,0.04,,
,,,,-2.362,0.034,,
,,,,-2.213,0.061,,
,,,,-1.681,0.11,,
,,,,-1.752,0.046,,
,,,,-1.735,0.045,,
,,,,-1.743,0.047,,
,,,,-1.792,0.055,,
,,,,-1.168,0.081,,
,,,,-1.676,0.09,,
,,,,-1.786,0.062,,
,,,,-1.924,0.1,,
,,,,-1.633,0.107,,
,,,,-1.59,0.015,,
,,,,-1.08,0.059,,
,,,,-1.704,0.102,,
,,,,-1.374,0.032,,
,,,,-1.12,0.052,,
,,,,-1.29,0.081,,
,,,,-1.437,0.041,,
,,,,-1.287,0.014,,
,,,,-0.824,0.085,,
,,,,-0.722,0.007,,
,,,,-1.051,0.041,,
,,,,-1.259,0.075,,
,,,,-1.429,0.066,,
,,,,-1.623,0.033,,
,,,,-1.399,0.077,,
,,,,-1.396,0.09,,
,,,,-1.491,0.085,,
,,,,-1.017,0.05,,
,,,,-1.143,0.021,,
,,,,-2.258,0.069,,
,,,,-1.436,0.102,,
,,,,-1.306,0.021,,
,,,,-1.84,0.034,,
,,,,-1.785,0.046,,
,,,,-0.964,0.139,,
,,,,-1.147,0.123,,
,,,,-1.551,0.045,,
,,,,-1.843,0.093,,
,,,,-1.334,0.065,,
,,,,-2.311,0.089,,
,,,,-2.386,0.124,,
,,,,-1.966,0.033,,
,,,,-1.364,0.053,,
,,,,-1.564,0.041,,
,,,,-2.096,0.092,,
,,,,-1.244,0.043,,
,,,,-1.412,0.117,,
,,,,-1.853,0.095,,
,,,,-1.796,0.092,,
,,,,-1.812,0.038,,
,,,,-1.461,0.003,,
,,,,-1.617,0.037,,
,,,,-1.119,0.063,,
,,,,-0.917,0.059,,
,,,,-1.35,0.055,,
,,,,-1.49,0.083,,
,,,,-1.157,0.045,,
,,,,-1.317,0.077,,
,,,,-2.004,0.072,,
,,,,-1.265,0.06,,
,,,,-1.884,0.085,,
,,,,-1.596,0.002,,
,,,,-1.469,0.036,,
,,,,-1.069,0.035,,
,,,,-1.671,0.063,,
,,,,-1.36,0.01,,
,,,,-0.922,0.063,,
,,,,-1.114,0.079,,
,,,,-1.332,0.096,,
,,,,-1.495,0.077,,
,,,,-1.731,0.159,,
,,,,-1.557,0.074,,
,,,,-1.637,0.051,,
,,,,-1.372,0.081,,
,,,,-1.423,0.045,,
,,,,-0.983,0.077,,
,,,,-1.063,0.034,,
,,,,-1.345,0.059,,
,,,,-1.577,0.209,,
,,,,-1.248,0.024,,
,,,,-0.912,0.041,,
,,,,-1.352,0.017,,
,,,,-1.287,0.014,,
,,,,-1.32,0.098,,
,,,,-1.223,0.026,,
,,,,-1.586,0.047,,
,,,,-1.262,0.044,,
,,,,-1.098,0.071,,
,,,,-1.228,0.041,,
,,,,-1.036,0.053,,
,,,,-1.558,0.042,,
,,,,-1.515,0.041,,
,,,,-2.119,0.096,,
,,,,-1.93,0.037,,
,,,,-1.871,0.117,,
,,,,-1.289,0.017,,
,,,,-1.287,0.111,,
,,,,-1.573,0.048,,
,,,,-1.372,0.025,,
,,,,-1.021,0.122,,
,,,,-1.637,0.107,,
,,,,-2.218,0.016,,
,,,,-2.828,0.095,,
,,,,-1.374,0.046,,
,,,,-0.896,0.048,,
,,,,-0.876,0.06,,
,,,,-0.721,0.095,,
,,,,-1.276,0.082,,
,,,,-1.437,0.048,,
,,,,-1.549,0.072,,
,,,,-1.58,0.048,,
,,,,-1.593,0.042,,
,,,,-1.179,0.075,,
,,,,-1.163,0.005,,
,,,,-1.748,0.117,,
,,,,-1.096,0.055,,
,,,,-1.484,0.029,,
,,,,-1.128,0.089,,
,,,,-1.115,0.053,,
,,,,-0.95,0.021,,
,,,,-1.157,0.042,,
,,,,-1.002,0.092,,
,,,,-1.457,0.024,,
,,,,-1.29,0.055,,
,,,,-1.473,0.105,,
,,,,-1.525,0.083,,
,,,,-2.025,0.019,,
,,,,-1.653,0.066,,
,,,,-1.816,0.013,,
,,,,-1.561,0.063,,
,,,,-1.447,0.067,,
,,,,-1.944,0.01,,
,,,,-1.813,0.075,,
,,,,-1.466,0.124,,
,,,,-1.312,0.081,,
,,,,-0.759,0.062,,
,,,,-1.184,0.057,,
,,,,-0.909,0.027,,
,,,,-1.669,0.054,,
,,,,-1.638,0.07,,
,,,,-1.445,0.056,,
,,,,-1.754,0.051,,
,,,,-1.754,0.055,,
,,,,-2.477,0.03,,
,,,,-2.077,0.073,,
,,,,-1.288,0.013,,
,,,,-1.377,0.039,,
,,,,-1.174,0.049,,
,,,,-1.963,0.047,,
,,,,-2.095,0.035,,
,,,,-1.265,0.001,,
,,,,-0.945,0.076,,
,,,,-1.354,0.025,,
,,,,-1.16,0.073,,
,,,,-1.309,0.018,,
,,,,-1.63,0.076,,
,,,,-1.727,0.074,,
,,,,-2.078,0.092,,
,,,,-2.163,0.049,,
,,,,-2.23,0.011,,
,,,,-1.884,0.026,,
,,,,-1.3,0.023,,
,,,,-1.25,0.029,,
,,,,-1.536,0.051,,
,,,,-1.496,0.028,,
,,,,-1.347,0.031,,
,,,,-1.539,0.026,,
,,,,-1.628,0.028,,
,,,,-1.487,0.036,,
,,,,-1.7,0.083,,
,,,,-1.174,0.088,,
,,,,-1.007,0.12,,
,,,,-1.295,0.066,,
,,,,-1.082,0.028,,
,,,,-2.071,0.091,,
,,,,-2.01,0.045,,
,,,,-2.923,0.002,,
,,,,-2.222,0.103,,
,,,,-2.3,0.134,,
,,,,-2.842,0.177,,
,,,,-1.063,0.041,,
,,,,-1.029,0.011,,
,,,,-1.303,0.049,,
,,,,-1.134,0.059,,
,,,,-1.151,0.031,,
,,,,-1.095,0.126,,
,,,,-1.602,0.021,,
,,,,-0.882,0.035,,
,,,,-1.617,0.027,,
,,,,-1.343,0.001,,
,,,,-1.518,0.051,,
,,,,-1.423,0.062,,
,,,,-1.285,0.067,,
,,,,-1.268,0.003,,
,,,,-2.919,0.158,,
,,,,-2.238,0.03,,
,,,,-2.026,0.105,,
,,,,-2.137,0.031,,
,,,,-1.41,0.046,,
,,,,-1.677,0.007,,
,,,,-1.36,0.024,,
,,,,-1.35,0.032,,
,,,,-1.785,0.046,,
,,,,-1.122,0.081,,
,,,,-1.611,0.057,,
,,,,-1.449,0.021,,
,,,,-1.135,0.054,,
,,,,-1.182,0.083,,
,,,,-1.223,0.089,,
,,,,-0.828,0.193,,
,,,,-1.391,0.014,,
,,,,-1.182,0.054,,
,,,,-1.311,0.068,,
,,,,-1.017,0.029,,
,,,,-1.524,0.057,,
,,,,-1.271,0.042,,
,,,,-1.384,0.02,,
,,,,-0.876,0.052,,
,,,,-1.321,0.13,,
,,,,-1.014,0.146,,
,,,,-0.759,0.139,,
,,,,-1.248,0.046,,
,,,,-1.139,0.074,,
,,,,-1.208,0.03,,
,,,,-1.173,0.076,,
,,,,-0.763,0.052,,
,,,,-1.259,0.09,,
,,,,-1.09,0.05,,
,,,,-1.171,0.062,,
,,,,-1.069,0.105,,
,,,,-0.868,0.095,,
,,,,-0.852,0.108,,
,,,,-1.551,0.092,,
,,,,-1.362,0.106,,
,,,,-1.395,0.049,,
,,,,-1.26,0.051,,
,,,,-1.661,0.081,,
,,,,-1.223,0.056,,
,,,,-1.709,0.142,,
,,,,-1.349,0.036,,
,,,,-1.679,0.013,,
,,,,-1.443,0.115,,
,,,,-1.131,0.081,,
,,,,-1.28,0.069,,
,,,,-1.281,0.051,,
,,,,-0.994,0.044,,
,,,,-1.466,0.014,,
,,,,-0.85,0.073,,
,,,,-1.721,0.028,,
,,,,-1.366,0.015,,
,,,,-1.799,0.068,,
,,,,-9999.0,-9999.0,,
,,,,-9999.0,-9999.0,,
,,,,-1.926,0.031,,
,,,,-2.048,0.059,,
,,,,-2.035,0.059,,
,,,,-1.332,0.067,,
,,,,-1.06,0.081,,
,,,,-2.3,0.132,,
,,,,-2.119,0.051,,
,,,,-2.428,0.112,,
,,,,-1.147,0.024,,
,,,,-1.477,0.04,,
,,,,-1.169,0.032,,
,,,,-1.258,0.061,,
,,,,-1.45,0.079,,
,,,,-1.001,0.182,,
,,,,-1.412,0.025,,
,,,,-1.377,0.072,,
,,,,-1.303,0.107,,
,,,,-1.713,0.032,,
,,,,-1.431,0.17,,
,,,,-1.031,0.039,,
,,,,-1.432,0.003,,
,,,,-1.402,0.05,,
,,,,-1.662,0.05,,
,,,,-1.951,0.079,,
,,,,-1.77,0.095,,
,,,,-1.26,0.061,,
,,,,-1.099,0.105,,
,,,,-1.872,0.025,,
,,,,-2.006,0.057,,
,,,,-1.263,0.06,,
,,,,-1.234,0.007,,
,,,,-1.431,0.043,,
,,,,-1.778,0.03,,
,,,,-1.812,0.045,,
,,,,-1.468,0.08,,
,,,,-1.448,0.09,,
,,,,-1.739,0.078,,
,,,,-1.51,0.087,,
,,,,-1.422,0.096,,
,,,,-1.641,0.089,,
,,,,-1.36,0.055,,
,,,,-1.183,0.067,,
,,,,-1.103,0.03,,
,,,,-1.103,0.01,,
,,,,-1.096,0.012,,
,,,,-1.108,0.078,,
,,,,-1.337,0.035,,
,,,,-1.221,0.038,,
,,,,-1.478,0.105,,
,,,,-1.376,0.022,,
,,,,-1.157,0.132,,
,,,,-1.391,0.045,,
,,,,-1.292,0.026,,
,,,,-1.203,0.056,,
,,,,-1.187,0.034,,
,,,,-2.581,0.062,,
,,,,-2.486,0.146,,
,,,,-1.149,0.013,,
,,,,-1.385,0.088,,
,,,,-1.206,0.054,,
,,,,-2.695,0.13,,
,,,,-2.899,0.127,,
,,,,-1.458,0.027,,
,,,,-1.413,0.047,,
,,,,-1.915,0.114,,
,,,,-1.272,0.026,,
,,,,-1.445,0.046,,
,,,,-2.333,0.073,,
,,,,-2.296,0.039,,
,,,,-2.168,0.032,,
,,,,-2.54,0.043,,
,,,,-2.49,0.05,,
,,,,-1.203,0.05,,
,,,,-1.447,0.058,,
,,,,-1.324,0.077,,
,,,,-1.713,0.057,,
,,,,-1.326,0.04,,
,,,,-1.692,0.015,,
,,,,-1.357,0.04,,
,,,,-1.207,0.041,,
,,,,-1.304,0.044,,
,,,,-2.207,0.074,,
,,,,-2.127,0.061,,
,,,,-1.267,0.052,,
,,,,-1.963,0.037,,
,,,,-2.034,0.017,,
,,,,-1.464,0.051,,
,,,,-2.161,0.17,,
,,,,-2.031,0.103,,
,,,,-2.013,0.154,,
,,,,-1.899,0.184,,
,,,,-1.699,0.098,,
,,,,-1.719,0.099,,
,,,,-1.485,0.076,,
,,,,-1.093,0.005,,
,,,,-1.374,0.013,,
,,,,-1.328,0.05,,
,,,,-1.859,0.032,,
,,,,-1.72,0.141,,
,,,,-1.239,0.078,,
,,,,-1.311,0.099,,
,,,,-1.147,0.059,,
,,,,-1.213,0.033,,
,,,,-1.244,0.033,,
,,,,-1.358,0.07,,
,,,,-1.378,0.025,,
,,,,-1.277,0.03,,
,,,,-1.404,0.039,,
,,,,-1.104,0.046,,
,,,,-1.266,0.06,,
,,,,-1.273,0.025,,
,,,,-1.362,0.022,,
,,,,-1.248,0.051,,
,,,,-1.743,0.034,,
,,,,-1.658,0.02,,
,,,,-0.992,0.097,,
,,,,-1.399,0.057,,
,,,,-1.418,0.061,,
,,,,-0.989,0.067,,
